"id","transactionSuccessful","sourceAccount","type","typeI","createdAt","transactionHash","assetType","from","to","amount"
"36094849321013249","true","GBCTQUJAPWUQ7PZ3N2BCREBK6PMHKOSY4PU6YZOKRVIOQZJXQXTI6F3L","payment","1","2022-07-25T19:15:32Z","692564229445779c4fb1beb3b8ca0915ff73a5a6ddcb711d3b1a81c4fa68598a","native","GBCTQUJAPWUQ7PZ3N2BCREBK6PMHKOSY4PU6YZOKRVIOQZJXQXTI6F3L","GDYAIIMY3KJFJNPH6IS2JHCTLWOWH7B5DJIAQUJHFGLCC2YMVM66XI64","10.0000000"
